Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,E,correct_answer,model,dataset
191,"{
""Reasoning"": ""The passage highlights a societal shift demanding that traditional authorities (like news organizations) explicitly state the value frameworks guiding their decisions. This is emphasized in phrases like 'the demand has been for all authority to make explicit the frames of value which determine their decisions' and reinforced by audience expectations for raw, unmediated news. Option D directly addresses this expectation of transparency about beliefs and assumptions. While other options touch on themes (e.g., Option A relates to click-driven editing), they lack direct textual support."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.1,
""C"": 0.2,
""D"": 0.6
}",D,True,False,"The passage highlights a societal shift demanding that traditional authorities (like news organizations) explicitly state the value frameworks guiding their decisions. This is emphasized in phrases like 'the demand has been for all authority to make explicit the frames of value which determine their decisions' and reinforced by audience expectations for raw, unmediated news. Option D directly addresses this expectation of transparency about beliefs and assumptions. While other options touch on themes (e.g., Option A relates to click-driven editing), they lack direct textual support.",D,0.1,0.1,0.2,0.6,0.0,D,deepseek_r1,sat_en
189,"{
  ""Reasoning"": ""The passage explicitly states 'Best of all, now he could spend every night with his wife' after receiving the motorcycle. While options A, B, and C are mentioned as benefits, the phrase 'best of all' directly signals Nawab's top priority. This makes D the clearest answer with high confidence."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.1,
  ""C"": 0.15,
  ""D"": 0.7
}",D,True,False,"The passage explicitly states 'Best of all, now he could spend every night with his wife' after receiving the motorcycle. While options A, B, and C are mentioned as benefits, the phrase 'best of all' directly signals Nawab's top priority. This makes D the clearest answer with high confidence.",D,0.05,0.1,0.15,0.7,0.0,D,deepseek_r1,sat_en
190,"{
""Reasoning"": ""The passage contrasts traditional views of news as authoritative public knowledge with modern challenges to that authority, emphasizing shifting perceptions toward democratization and public skepticism. It focuses on evolving attitudes toward news media's role rather than technology (A), journalists' biases (C), or disputing news as public knowledge (D). Confidence is high as this theme is consistently developed."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"The passage contrasts traditional views of news as authoritative public knowledge with modern challenges to that authority, emphasizing shifting perceptions toward democratization and public skepticism. It focuses on evolving attitudes toward news media's role rather than technology (A), journalists' biases (C), or disputing news as public knowledge (D). Confidence is high as this theme is consistently developed.",B,0.1,0.8,0.05,0.05,0.0,B,deepseek_r1,sat_en
195,"{
  ""Reasoning"": ""The passage describes researchers actively watching flowers, recording beetle and bee interactions in real-time during experiments (e.g., 'observing each for two-minute intervals and writing down everything we saw'). This hands-on data collection constitutes direct observation, not historical records, expert opinions, or random sampling."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.01,
  ""C"": 0.02,
  ""D"": 0.02
}",A,True,False,"The passage describes researchers actively watching flowers, recording beetle and bee interactions in real-time during experiments (e.g., 'observing each for two-minute intervals and writing down everything we saw'). This hands-on data collection constitutes direct observation, not historical records, expert opinions, or random sampling.",A,0.95,0.01,0.02,0.02,0.0,A,deepseek_r1,sat_en
197,"{
  ""Reasoning"": ""The passage explicitly states that intuition suggested more floral scent would attract more pollinators ('Intuition suggests that more of that aroma should be even more appealing to bees'). However, the study revealed increased scent attracted beetles instead, harming pollination. Options A, B, and D lack support in the text."",
  ""Answer"": ""C"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.85,
  ""D"": 0.05
}",C,True,False,"The passage explicitly states that intuition suggested more floral scent would attract more pollinators ('Intuition suggests that more of that aroma should be even more appealing to bees'). However, the study revealed increased scent attracted beetles instead, harming pollination. Options A, B, and D lack support in the text.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
196,"{
""Reasoning"": ""The passage explicitly states that dimethoxybenzene is the primary compound attracting squash bees. When researchers enhanced this compound, they observed 'double the normal number of beetles,' directly linking beetle attraction to the same compound. No evidence supports options A (primary food source), B (less attraction than bees), or C (minor disease effects)."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.1,
""C"": 0.0,
""D"": 0.9
}",D,True,False,"The passage explicitly states that dimethoxybenzene is the primary compound attracting squash bees. When researchers enhanced this compound, they observed 'double the normal number of beetles,' directly linking beetle attraction to the same compound. No evidence supports options A (primary food source), B (less attraction than bees), or C (minor disease effects).",D,0.0,0.1,0.0,0.9,0.0,D,deepseek_r1,sat_en
194,"{
  ""Reasoning"": ""The passage discusses changing perceptions of news authority and growing skepticism toward expert elites but provides no statistical data or time-specific trends supporting any option. All options reference specific timeframes and quantitative changes unsupported by the passage content."",
  ""Answer"": ""B"",
  ""A"": 0.0,
  ""B"": 0.6,
  ""C"": 0.2,
  ""D"": 0.2
}",B,True,False,The passage discusses changing perceptions of news authority and growing skepticism toward expert elites but provides no statistical data or time-specific trends supporting any option. All options reference specific timeframes and quantitative changes unsupported by the passage content.,B,0.0,0.6,0.2,0.2,0.0,C,deepseek_r1,sat_en
198,"{
""Reasoning"": ""Theis and Adler's experiment tested the effect of increased floral fragrance on pollinators and beetles. Their findings showed that stronger aroma attracted more damaging beetles but did not increase pollinator visits, instead reducing honey bee activity due to beetle presence. This directly explains why Texas gourd plants evolved a limited scent intensity—higher emissions incur beetle costs without pollinator benefits."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"Theis and Adler's experiment tested the effect of increased floral fragrance on pollinators and beetles. Their findings showed that stronger aroma attracted more damaging beetles but did not increase pollinator visits, instead reducing honey bee activity due to beetle presence. This directly explains why Texas gourd plants evolved a limited scent intensity—higher emissions incur beetle costs without pollinator benefits.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
193,"{
  ""Reasoning"": ""The passage discusses a historical decline in trust towards traditional news media, noting that sources like The Times and BBC were once widely trusted but faced growing skepticism by the 2000s (e.g., quotes from 2007-2008). Without an explicit table, the earliest year (1985) aligns best with the era of higher trust before democratization and audience influence increased, as later years (e.g., 2003, 2011) reflect the described skepticism. Confidence is moderate due to inferential reasoning."",
  ""Answer"": ""A"",
  ""A"": 0.65,
  ""B"": 0.20,
  ""C"": 0.10,
  ""D"": 0.05
}",A,True,False,"The passage discusses a historical decline in trust towards traditional news media, noting that sources like The Times and BBC were once widely trusted but faced growing skepticism by the 2000s (e.g., quotes from 2007-2008). Without an explicit table, the earliest year (1985) aligns best with the era of higher trust before democratization and audience influence increased, as later years (e.g., 2003, 2011) reflect the described skepticism. Confidence is moderate due to inferential reasoning.",A,0.65,0.2,0.1,0.05,0.0,A,deepseek_r1,sat_en
199,"{
  ""Reasoning"": ""Passage 1 explicitly states that violating the law 'trample[s] on the blood of his father' and tears 'the character of his own, and his children’s liberty,' framing law-breaking as a betrayal of foundational revolutionary sacrifices and core national values. Lincoln elevates lawfulness to a 'political religion,' directly linking disobedience to repudiating America's identity. While mob rule is mentioned later, it's a separate consequence of grievances, not the primary result of law-breaking itself. Social divisions aren't addressed as a consequence."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.85,
  ""C"": 0.05,
  ""D"": 0.0
}",B,True,False,"Passage 1 explicitly states that violating the law 'trample[s] on the blood of his father' and tears 'the character of his own, and his children’s liberty,' framing law-breaking as a betrayal of foundational revolutionary sacrifices and core national values. Lincoln elevates lawfulness to a 'political religion,' directly linking disobedience to repudiating America's identity. While mob rule is mentioned later, it's a separate consequence of grievances, not the primary result of law-breaking itself. Social divisions aren't addressed as a consequence.",B,0.1,0.85,0.05,0.0,0.0,B,deepseek_r1,sat_en
